id,genre,title,author,purchase_price,purchase_date
1975, Novels,Everything Is Illuminated,Jonathan Safran Foer,1.45,10/08/2023
1976, Magic,Crown of Midnight,Sarah J. Maas,18.19,10/08/2023
1977, Biography,I Know Why the Caged Bird Sings,Maya Angelou,4.64,10/08/2023
1978, Short Stories,I Robot,Isaac Asimov,8.99,10/08/2023
1979, Romance,The Twilight Collection,Stephenie Meyer,28.05,10/08/2023
1980, School,The Pearl,John Steinbeck,12.38,10/08/2023
1981, Fantasy,The One,Kiera Cass,3.39,10/08/2023
1982, Literature,The Jungle,Upton Sinclair,2.94,10/08/2023
1983, Paranormal,Carrie,Stephen King,7.01,10/08/2023
1984, Historical,Snow Falling on Cedars,David Guterson,1.79,10/08/2023
1985, Fiction,Voyager,Diana Gabaldon,5.97,10/08/2023
1986, Historical,I Claudius,Robert Graves,3.38,10/08/2023
1987, Magic,Heir of Fire,Sarah J. Maas,8.99,10/08/2023
1988, Essays,Me Talk Pretty One Day,David Sedaris,1.44,10/08/2023
1989, Paranormal,Chosen,P.C. Cast,1.79,10/08/2023
1990, Historical Fiction,A Room with a View,E.M. Forster,9.24,10/08/2023
1991, 19th Century,Bleak House,Charles Dickens,5.51,10/08/2023
1992, Politics,The Republic,Plato,2.85,10/08/2023
1993, Young Adult,The Last Battle,C.S. Lewis,1.79,10/08/2023
1994, Paranormal,The Exorcist,William Peter Blatty,6.49,10/08/2023
1995, Drama,The Elephant Tree,R.D. Ronald,5.42,10/08/2023
1996, Young Adult,Coraline,Neil Gaiman,11.55,10/08/2023
1997, Literature,Demian: Die Geschichte von Emil Sinclairs Jugend,Hermann Hesse,3.56,10/08/2023
1998, Fiction,The 5th Wave,Rick Yancey,1.64,10/08/2023
1999, Paranormal,The Iron King,Julie Kagawa,3.81,10/08/2023
2000, Novels,Quantum Roots II: Worm Holes,Kyle Keyes,14.36,10/08/2023
2001, Romance,Aristotle and Dante Discover the Secrets of the Universe,Benjamin Alire Sáenz,19.17,10/08/2023
2002, Fantasy,The Hunger Games,Suzanne Collins,5.09,13/10/2022
2003, Magic,Harry Potter and the Order of the Phoenix,J.K. Rowling,7.38,13/10/2022
2004, Vampires,Twilight,Stephenie Meyer,2.1,13/10/2022
2005, Historical,The Book Thief,Markus Zusak,3.8,13/10/2022
2006, Fantasy,Animal Farm,George Orwell,4.42,13/10/2022
2007, Adventure,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,J.R.R. Tolkien,21.15,13/10/2022
2008, Romance,Gone with the Wind,Margaret Mitchell,5.58,13/10/2022
2009, Fiction,The Giving Tree,Shel Silverstein,4.87,13/10/2022
2010, Gothic,Wuthering Heights,Emily Brontë,2.73,13/10/2022
2011, Historical,Memoirs of a Geisha,Arthur Golden,2.76,13/10/2022
2012, Childrens,Alices Adventures in Wonderland & Through the Looking-Glass,Lewis Carroll,3.07,13/10/2022
2013, Historical Fiction,Jane Eyre,Charlotte Brontë,5.46,13/10/2022
2014, Fantasy,Divergent,Veronica Roth,0.88,13/10/2022
2015, School,Lord of the Flies,William Golding,1.89,13/10/2022
2016, Romance,Romeo and Juliet,William Shakespeare,6.79,13/10/2022
2017, Philosophy,The Alchemist,Paulo Coelho,13.22,13/10/2022
2018, Literature,Crime and Punishment,Fyodor Dostoyevsky,18.85,13/10/2022
2019, Romance,City of Bones,Cassandra Clare,6.29,13/10/2022
2020, Fantasy,Enders Game,Orson Scott Card,4.6,13/10/2022
2021, Childrens,Anne of Green Gables,L.M. Montgomery,6.07,13/10/2022
2022, Young Adult,Charlottes Web,E.B. White,6.15,13/10/2022
2023, Historical Fiction,Of Mice and Men,John Steinbeck,5.75,13/10/2022
2024, Fantasy,Dracula,Bram Stoker,4.55,13/10/2022
2025, Dystopia,Brave New World,Aldous Huxley,3.78,13/10/2022
2026, Literature,The Catcher in the Rye,J.D. Salinger,2.6,13/10/2022
2027, Romance,The Princess Bride,William Goldman,6.23,13/10/2022
2028, Fiction,The Lightning Thief,Rick Riordan,1.79,13/10/2022
2029, Young Adult,The Secret Garden,Frances Hodgson Burnett,3.33,13/10/2022
2030, Novels,A Thousand Splendid Suns,Khaled Hosseini,1.16,13/10/2022
2031, Young Adult,A Wrinkle in Time,Madeleine LEngle,4.8,13/10/2022
2032, Adult,A Game of Thrones,George R.R. Martin,4.01,13/10/2022
2033, Literature,The Adventures of Huckleberry Finn,Mark Twain,6.99,13/10/2022
2034, Contemporary,The Lovely Bones,Alice Sebold,1.91,13/10/2022
2035, Classics,Where the Wild Things Are,Maurice Sendak,3.67,13/10/2022
2036, Fiction,Green Eggs and Ham,Dr. Seuss,2.98,13/10/2022
2037, Mythology,The Odyssey,Homer,3.65,13/10/2022
2038, Adventure,Life of Pi,Yann Martel,2.86,13/10/2022
2039, Literature,A Tale of Two Cities,Charles Dickens,1.12,13/10/2022
2040, Historical,Water for Elephants,Sara Gruen,3.46,13/10/2022
2041, War,Slaughterhouse-Five,Kurt Vonnegut Jr.,8.5,13/10/2022
2042, Science Fiction,Frankenstein: The 1818 Text,Mary Wollstonecraft Shelley,8.75,13/10/2022
2043, Dystopia,The Giver,Lois Lowry,7.15,13/10/2022
2044, Historical Fiction,Catch-22,Joseph Heller,3.32,13/10/2022
2045, Classics,Dune,Frank Herbert,29.34,13/10/2022
2046, Science Fiction,The Stand,Stephen King,8.38,13/10/2022
2047, Young Adult,Watership Down,Richard Adams,5.25,13/10/2022
2048, Historical Fiction,Great Expectations,Charles Dickens,0.85,13/10/2022
2049, Young Adult,Little Women,Louisa May Alcott,5.51,13/10/2022
2050, Magic,Harry Potter and the Deathly Hallows,J.K. Rowling,2.85,13/10/2022
2051, Fiction,Outlander,Diana Gabaldon,5.98,13/10/2022
2052, Young Adult,My Sisters Keeper,Jodi Picoult,2.76,13/10/2022
2053, Fantasy,Matilda,Roald Dahl,6.01,13/10/2022
2054, Feminism,The Color Purple,Alice Walker,13.75,13/10/2022
2055, Young Adult,A Tree Grows in Brooklyn,Betty Smith,5.01,13/10/2022
2056, Dystopia,A Clockwork Orange,Anthony Burgess,13.05,13/10/2022
2057, Post Apocalyptic,The Road,Cormac McCarthy,6.83,13/10/2022
2058, Literature,The Brothers Karamazov,Fyodor Dostoyevsky,5.51,13/10/2022
2059, Classics,Angelas Ashes,Frank McCourt,2.76,13/10/2022
2060, Paranormal,Vampire Academy,Richelle Mead,3.33,13/10/2022
2061, Classics,The Poisonwood Bible,Barbara Kingsolver,4.12,13/10/2022
2062, Childrens,The Golden Compass,Philip Pullman,1.61,13/10/2022
2063, Spanish Literature,Don Quixote,Miguel de Cervantes Saavedra,9.04,13/10/2022
2064, Politics,Atlas Shrugged,Ayn Rand,4.41,13/10/2022
2065, Magic,Harry Potter and the Prisoner of Azkaban,J.K. Rowling,5.94,13/10/2022
2066, Novels,The Old Man and the Sea,Ernest Hemingway,15.63,13/10/2022
2067, Fantasy,Winnie-the-Pooh,A.A. Milne,5.3,13/10/2022
2068, Fiction,The Complete Stories and Poems,Edgar Allan Poe,5.27,13/10/2022
2069, Vampires,Interview with the Vampire,Anne Rice,2.66,13/10/2022
2070, Literature,A Prayer for Owen Meany,John Irving,2.86,13/10/2022
2071, Adventure,Moby-Dick or,Herman Melville,1.87,13/10/2022
2072, Religion,The Red Tent,Anita Diamant,5.26,13/10/2022
2073, Classics,The Secret Life of Bees,Sue Monk Kidd,3.5,13/10/2022
2074, Romance,Clockwork Angel,Cassandra Clare,4.62,13/10/2022
2075, Crime,And Then There Were None,Agatha Christie,4.82,13/10/2022
2076, LGBT,Middlesex,Jeffrey Eugenides,3.11,13/10/2022
2077, Fantasy,The Master and Margarita,Mikhail Bulgakov,13.56,13/10/2022
2078, High Fantasy,The Name of the Wind,Patrick Rothfuss,9.36,13/10/2022
2079, Classics,The Shining,Stephen King,7.59,13/10/2022
2080, Young Adult,The Adventures of Tom Sawyer,Mark Twain,3.36,13/10/2022
2081, Dragons,Eragon,Christopher Paolini,2.86,13/10/2022
2082, Classics,Charlie and the Chocolate Factory,Roald Dahl,1.13,13/10/2022
2083, Literature,On the Road,Jack Kerouac,1.91,13/10/2022
2084, Contemporary,The Curious Incident of the Dog in the Night-Time,Mark Haddon,2.94,13/10/2022
2085, Classics,The Very Hungry Caterpillar,Eric Carle,2.42,13/10/2022
2086, Inspirational,Tuesdays with Morrie,Mitch Albom,3.27,13/10/2022
2087, Literature,The Unbearable Lightness of Being,Milan Kundera,11.62,13/10/2022
2088, Classics,The Name of the Rose,Umberto Eco,4.07,13/10/2022
2089, Childrens,Where the Red Fern Grows,Wilson Rawls,5.4,13/10/2022
2090, Magic,Harry Potter and the Chamber of Secrets,J.K. Rowling,4.17,13/10/2022
2091, School,The Scarlet Letter,Nathaniel Hawthorne,1.91,13/10/2022
2092, Crime,In Cold Blood,Truman Capote,6.58,13/10/2022
2093, Thriller,Fight Club,Chuck Palahniuk,10.16,13/10/2022
2094, Fantasy,The Five People You Meet in Heaven,Mitch Albom,3.57,13/10/2022
2095, Paranormal,Hush,Becca Fitzpatrick,2.55,13/10/2022
2096, Fiction,The Cat in the Hat,Dr. Seuss,0.85,13/10/2022
2097, Adventure,The Count of Monte Cristo,Alexandre Dumas,6.13,13/10/2022
2098, Classics,Lonesome Dove,Larry McMurtry,4.55,13/10/2022
2099, Horror,Perfume: The Story of a Murderer,Patrick Süskind,2.6,13/10/2022
2100, Middle Grade,Holes,Louis Sachar,3.1,13/10/2022
2101, Science Fiction,Watchmen,Alan Moore,4.85,13/10/2022
2102, Fantasy,It,Stephen King,5.71,13/10/2022
2103, Fiction,The Last Olympian,Rick Riordan,7.44,22/01/2023
2104, Literature,The Divine Comedy,Dante Alighieri,13.66,22/01/2023
2105, Childrens,Peter Pan,J.M. Barrie,5.26,22/01/2023
2106, War,All Quiet on the Western Front,Erich Maria Remarque,2.32,22/01/2023
2107, Adventure,The Hobbit,J.R.R. Tolkien,4.68,22/01/2023
2108, Fiction,The Compleat Works of Wllm Shkspr (abridged),Reduced Shakespeare Company,3.17,22/01/2023
2109, Romance,Love in the Time of Cholera,Gabriel García Márquez,3.36,22/01/2023
2110, Paranormal,Shadow Kiss,Richelle Mead,2.76,22/01/2023
2111, Fantasy,The Ultimate Hitchhikers Guide to the Galaxy,Douglas Adams,2.76,22/01/2023
2112, Classics,Atonement,Ian McEwan,2.86,22/01/2023
2113, Drama,The Importance of Being Earnest,Oscar Wilde,5.26,22/01/2023
2114, Biography,Eat Pray Love,Elizabeth Gilbert,5.56,22/01/2023
2115, School,Their Eyes Were Watching God,Zora Neale Hurston,14.2,22/01/2023
2116, Childrens,The Wonderful Wizard of Oz,L. Frank Baum,1.45,22/01/2023
2117, Fiction,Goodnight Moon,Margaret Wise Brown,5.69,22/01/2023
2118, Classics,The Lorax,Dr. Seuss,41.26,22/01/2023
2119, Paranormal,Blood Promise,Richelle Mead,3.73,22/01/2023
2120, China,The Good Earth,Pearl S. Buck,5.27,22/01/2023
2121, Africa,Heart of Darkness,Joseph Conrad,7.19,22/01/2023
2122, Drama,A Midsummer Nights Dream,William Shakespeare,3,22/01/2023
2123, Paranormal,Clockwork Princess,Cassandra Clare,4,22/01/2023
2124, Fiction,The Prophet,Kahlil Gibran,5.8,22/01/2023
2125, Fiction,The Titans Curse,Rick Riordan,3.43,22/01/2023
2126, Fiction,The Sea of Monsters,Rick Riordan,1.91,22/01/2023
2127, China,The Joy Luck Club,Amy Tan,4.74,22/01/2023
2128, Childrens,Alice in Wonderland,Jane Carruth (Adapted By),5.26,22/01/2023
2129, Young Adult,The Call of the Wild,Jack London,5.38,22/01/2023
2130, Fantasy,Jonathan Livingston Seagull,Richard Bach,4.55,22/01/2023
2131, Literature,Madame Bovary,Gustave Flaubert,1.45,22/01/2023
2132, Classics,The Phantom Tollbooth,Norton Juster,5.79,22/01/2023
2133, Dystopia,The Hunger Games Trilogy Boxset,Suzanne Collins,4.09,22/01/2023
2134, Classics,Oh the Places Youll Go!,Dr. Seuss,5.01,22/01/2023
2135, Crime,The Girl Who Played with Fire,Stieg Larsson,3.25,22/01/2023
2136, Fiction,The Maze Runner,James Dashner,3.17,22/01/2023
2137, Young Adult,The Neverending Story,Michael Ende,7.54,22/01/2023
2138, Young Adult,Treasure Island,Robert Louis Stevenson,5.6,22/01/2023
2139, Science Fiction Fantasy,A Storm of Swords,George R.R. Martin,3.57,22/01/2023
2140, Literature,The Canterbury Tales,Geoffrey Chaucer,3.9,22/01/2023
2141, War,A Farewell to Arms,Ernest Hemingway,0.91,22/01/2023
2142, Realistic Fiction,Tote Mädchen lügen nicht,Jay Asher,3.86,22/01/2023
2143, Science Fiction Fantasy,Wicked: The Life and Times of the Wicked Witch of the West,Gregory Maguire,2.76,22/01/2023
2144, Historical,Shōgun,James Clavell,7.04,22/01/2023
2145, Novels,Extremely Loud & Incredibly Close,Jonathan Safran Foer,2.41,22/01/2023
2146, Crime,Murder on the Orient Express,Agatha Christie,2.56,22/01/2023
2147, Childrens,His Dark Materials,Philip Pullman,3.57,22/01/2023
2148, Young Adult,A Little Princess,Frances Hodgson Burnett,2.87,22/01/2023
2149, Holocaust,Schindlers List,Thomas Keneally,0.85,22/01/2023
2150, Paranormal,Last Sacrifice,Richelle Mead,3.8,22/01/2023
2151, Historical Fiction,The Night Circus,Erin Morgenstern,7.02,22/01/2023
2152, Paranormal,Fallen,Lauren Kate,4.64,22/01/2023
2153, High Fantasy,The Silmarillion,J.R.R. Tolkien,17.07,22/01/2023
2154, Historical,The Secret Magdalene,Ki Longfellow,5.6,22/01/2023
2155, Magical Realism,Beloved,Toni Morrison,3.8,22/01/2023
2156, Literature,A Confederacy of Dunces,John Kennedy Toole,5.91,22/01/2023
2157, Fantasy,The Selection,Kiera Cass,5.01,22/01/2023
2158, Picture Books,The Velveteen Rabbit,Margery Williams Bianco,5.9,22/01/2023
2159, Fantasy,Catching Fire,Suzanne Collins,3.66,22/01/2023
2160, Fiction,The Lost Hero,Rick Riordan,10.25,22/01/2023
2161, Paranormal,Spirit Bound,Richelle Mead,4.59,22/01/2023
2162, Paranormal,Clockwork Prince,Cassandra Clare,5.69,22/01/2023
2163, Mythology,The Iliad/The Odyssey,Homer,6.15,22/01/2023
2164, Historical Fiction,The Crucible,Arthur Miller,3.98,22/01/2023
2165, Humor,Cats Cradle,Kurt Vonnegut Jr.,5.69,22/01/2023
2166, Contemporary,The God of Small Things,Arundhati Roy,3.17,22/01/2023
2167, Fantasy,The Wind in the Willows,Kenneth Grahame,4.18,22/01/2023
2168, Classics,Girl with a Pearl Earring,Tracy Chevalier,2.86,22/01/2023
2169, Christian,The Hiding Place: The Triumphant True Story of Corrie Ten Boom,Corrie ten Boom,4.17,22/01/2023
2170, Fiction,A Light in the Attic,Shel Silverstein,12.08,22/01/2023
2171, Mystery,The Silence of the Lambs,Thomas Harris,3.11,22/01/2023
2172, Paranormal,Shiver,Maggie Stiefvater,7.05,22/01/2023
2173, Fiction,Uglies,Scott Westerfeld,3.58,22/01/2023
2174, Romance,City of Fallen Angels,Cassandra Clare,4.75,22/01/2023
2175, History,Mans Search for Meaning,Viktor E. Frankl,7.37,22/01/2023
2176, Adult Fiction,Shes Come Undone,Wally Lamb,1.91,22/01/2023
2177, Romance,The Phantom of the Opera,Gaston Leroux,2.86,22/01/2023
2178, Dogs,Marley and Me: Life and Love With the Worlds Worst Dog,John Grogan,5.29,22/01/2023
2179, Romance,Ella Enchanted,Gail Carson Levine,1.91,22/01/2023
2180, Japanese Literature,The Wind-Up Bird Chronicle,Haruki Murakami,22.25,22/01/2023
2181, Thriller,The Green Mile,Stephen King,17.56,22/01/2023
2182, Science Fiction Fantasy,A Clash of Kings,George R.R. Martin,1.91,22/01/2023
2183, Paranormal,Marked,P.C. Cast,1.79,22/01/2023
2184, Romance,The Guernsey Literary and Potato Peel Pie Society,Mary Ann Shaffer,3.65,22/01/2023
2185, Journalism,Fear and Loathing in Las Vegas,Hunter S. Thompson,5.69,22/01/2023
2186, Classics,The House of the Spirits,Isabel Allende,3.32,22/01/2023
2187, Fiction,The Complete Calvin and Hobbes,Bill Watterson,110.67,22/01/2023
2188, Historical,Roots: The Saga of an American Family,Alex Haley,3.1,22/01/2023
2189, Suspense,Misery,Stephen King,1.12,22/01/2023
2190, Romance,Howls Moving Castle,Diana Wynne Jones,5.95,22/01/2023
2191, Science Fiction Fantasy,Stranger in a Strange Land,Robert A. Heinlein,6.4,22/01/2023
2192, Crime,The Girl Who Kicked the Hornets Nest,Stieg Larsson,1.64,22/01/2023
2193, Literary Fiction,The Secret History,Donna Tartt,9.11,22/01/2023
2194, Adult Fiction,White Oleander,Janet Fitch,4.89,22/01/2023
2195, Science Fiction,Delirium,Lauren Oliver,2.86,22/01/2023
2196, Drama,Othello,William Shakespeare,6.76,22/01/2023
2197, Historical,Flow Down Like Silver: Hypatia of Alexandria,Ki Longfellow,8.08,22/01/2023
2198, Romance,Paper Towns,John Green,1.61,22/01/2023
2199, Fiction,The Vampire Lestat,Anne Rice,5.68,22/01/2023
2200, Realistic Fiction,Speak,Laurie Halse Anderson,5.07,22/01/2023
2201, Russian Literature,The Idiot,Fyodor Dostoyevsky,5.46,22/01/2023
2202, Fiction,King Lear,William Shakespeare,3.78,22/01/2023
2203, Historical Fiction,The Once and Future King,T.H. White,2.66,22/01/2023
2204, Literary Fiction,I Know This Much Is True,Wally Lamb,2.94,22/01/2023
2205, Science Fiction Fantasy,Neverwhere,Neil Gaiman,4.66,22/01/2023
2206, Adventure,Into the Wild,Jon Krakauer,3.75,22/01/2023
2207, Childrens,Inkheart,Cornelia Funke,3.52,22/01/2023
2208, Fantasy,Lamb: The Gospel According to Biff,Christopher Moore,3.56,22/01/2023
2209, Crime,The Complete Sherlock Holmes,Arthur Conan Doyle,11.24,22/01/2023
2210, France,Candide,Voltaire,1.45,22/01/2023
2211, Classics,James and the Giant Peach,Roald Dahl,5.4,22/01/2023
2212, History,Blood River: A Journey to Africas Broken Heart,Tim Butcher,2.76,22/01/2023
2213, Literature,Paradise Lost,John Milton,1.91,22/01/2023
2214, Classics,All Creatures Great and Small,James Herriot,2.63,22/01/2023
2215, Plays,The Complete Works,William Shakespeare,4.44,22/01/2023
2216, Gothic,The Thirteenth Tale,Diane Setterfield,1.76,22/01/2023
2217, Science Fiction Fantasy,Foundation,Isaac Asimov,15.29,22/01/2023
2218, Japanese Literature,Norwegian Wood,Haruki Murakami,13,22/01/2023
2219, Classics,The Things They Carried,Tim OBrien,3.32,22/01/2023
2220, Literature,The Cider House Rules,John Irving,5.14,22/01/2023
2221, Thriller,Different Seasons,Stephen King,3.11,22/01/2023
2222, Fantasy,Kafka on the Shore,Haruki Murakami,8.22,22/01/2023
2223, Young Adult,Heidi,Johanna Spyri,2.49,22/01/2023
2224, Classics,Are You There God? Its Me,Judy Blume,11.9,22/01/2023
2225, Romance,City of Lost Souls,Cassandra Clare,5.26,22/01/2023
2226, Young Adult,Sophies World,Jostein Gaarder,3.43,22/01/2023
2227, High Fantasy,The Wise Mans Fear,Patrick Rothfuss,16.37,22/01/2023
2228, School,The Awakening,Kate Chopin,10.36,22/01/2023
2229, Holocaust,Sophies Choice,William Styron,4.08,22/01/2023
2230, Romance,The Prince of Tides,Pat Conroy,7.15,22/01/2023
2231, Contemporary,Never Let Me Go,Kazuo Ishiguro,6.46,22/01/2023
2232, Fiction,The Son of Neptune,Rick Riordan,6.42,22/01/2023
2233, Urban Fantasy,Dead Until Dark,Charlaine Harris,3.16,22/01/2023
2234, Classics,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,16.54,22/01/2023
2235, BDSM,Fifty Shades Darker,E.L. James,6.33,22/01/2023
2236, Fantasy,Ready Player One,Ernest Cline,16.53,22/01/2023
2237, Literature,Middlemarch,George Eliot,5.49,22/01/2023
2238, Humor,The Monster at the End of this Book,Jon Stone,5.46,22/01/2023
2239, Humor,Bridget Joness Diary,Helen Fielding,4.48,22/01/2023
2240, Novels,Mrs. Dalloway,Virginia Woolf,1.33,22/01/2023
2241, Fantasy,Mockingjay,Suzanne Collins,3.43,22/01/2023
2242, Literature,Franny and Zooey,J.D. Salinger,4.19,22/01/2023
2243, Classics,The Power of One,Bryce Courtenay,4,22/01/2023
2244, Young Adult,The Magicians Nephew,C.S. Lewis,2.86,22/01/2023
2245, Young Adult,Stardust,Neil Gaiman,6.7,22/01/2023
2246, Classics,Number the Stars,Lois Lowry,8.29,22/01/2023
2247, Science Fiction,Allegiant,Veronica Roth,2.76,22/01/2023
2248, Fiction,Eleanor & Park,Rainbow Rowell,1.06,22/01/2023
2249, Audiobook,A Short History of Nearly Everything,Bill Bryson,2.17,22/01/2023
2250, Chick Lit,Me Before You,Jojo Moyes,3.14,22/01/2023
2251, Fiction,The Mark of Athena,Rick Riordan,5.11,22/01/2023
2252, Dogs,The Art of Racing in the Rain,Garth Stein,5.27,22/01/2023
2253, High Fantasy,The Way of Kings,Brandon Sanderson,22.74,22/01/2023
2254, Fiction,If I Stay,Gayle Forman,3.82,22/01/2023
2255, Animals,Black Beauty,Anna Sewell,3.16,22/01/2023
2256, Irish Literature,A Portrait of the Artist as a Young Man,James Joyce,5.87,22/01/2023
2257, Adventure,Gullivers Travels,Jonathan Swift,3.27,22/01/2023
2258, Book Club,Bel Canto,Ann Patchett,2.86,22/01/2023
2259, Classics,American Psycho,Bret Easton Ellis,3.34,22/01/2023
2260, Dystopia,V for Vendetta,Alan Moore,14.65,22/01/2023
2261, Classics,Love You Forever,Robert Munsch,3.46,22/01/2023
2262, Classics,The Witches,Roald Dahl,3.84,22/01/2023
2263, Horror,The Graveyard Book,Neil Gaiman,3.87,22/01/2023
2264, Historical Fiction,The Complete Novels,Jane Austen,2.76,22/01/2023
2265, BDSM,Fifty Shades Freed,E.L. James,4,22/01/2023
2266, Romance,Cold Mountain,Charles Frazier,4.21,22/01/2023
2267, Animals,White Fang,Jack London,3.16,22/01/2023
2268, Fantasy,Beowulf,Unknown,4.55,22/01/2023
2269, Fiction,Tuck Everlasting,Natalie Babbitt,3.1,22/01/2023
2270, High Fantasy,The Final Empire,Brandon Sanderson,20.93,22/01/2023
2271, Romance,Beautiful Creatures,Kami Garcia,6.29,22/01/2023
2272, German Literature,Steppenwolf,Hermann Hesse,2.71,22/01/2023
2273, Dragons,Eldest,Christopher Paolini,3.11,22/01/2023
2274, Paranormal Romance,Dark Lover,J.R. Ward,3.89,22/01/2023
2275, Contemporary,Go Ask Alice,Beatrice Sparks (as Anonymous),2.98,22/01/2023
2276, High Fantasy,The Eye of the World,Robert Jordan,5.13,22/01/2023
2277, Short Stories,The Tell-Tale Heart and Other Writings,Edgar Allan Poe,5.58,22/01/2023
2278, Novels,As I Lay Dying,William Faulkner,3.81,22/01/2023
2279, Historical Fiction,A Separate Peace,John Knowles,2.82,22/01/2023
2280, History,The Complete Maus,Art Spiegelman,13.84,22/01/2023
2281, Historical Fiction,Mansfield Park,Jane Austen,3.11,22/01/2023
2282, Literature,The Amazing Adventures of Kavalier & Clay,Michael Chabon,3.76,22/01/2023
2283, Dragons,Brisingr,Christopher Paolini,3.92,22/01/2023
2284, Psychology,A Child Called It,Dave Pelzer,2.93,22/01/2023
2285, Realistic Fiction,Stargirl,Jerry Spinelli,2.25,22/01/2023
2286, Classics,Tao Te Ching,Lao Tzu,8,22/01/2023
2287, Contemporary,Dear John,Nicholas Sparks,1.64,22/01/2023
2288, Classics,Midnights Children,Salman Rushdie,0.85,22/01/2023
2289, Fantasy,Salems Lot,Stephen King,1.12,22/01/2023
2290, Short Stories,The Martian Chronicles,Ray Bradbury,3.63,22/01/2023
2291, Paranormal,Crescendo,Becca Fitzpatrick,5.8,22/01/2023
2292, Romance,The English Patient,Michael Ondaatje,16.05,22/01/2023
2293, Literature,East of Eden,John Steinbeck,5.26,22/01/2023
2294, Historical Fiction,Cloud Atlas,David Mitchell,1.15,22/01/2023
2295, Spirituality,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,Robert M. Pirsig,4.41,22/01/2023
2296, Adventure,The Martian,Andy Weir,2.63,22/01/2023
2297, Suspense,The Firm,John Grisham,3.09,22/01/2023
2298, Contemporary,The Last Song,Nicholas Sparks,3.28,22/01/2023
2299, Literature,My Ántonia,Willa Cather,2.86,22/01/2023
2300, Romance,Shatter Me,Tahereh Mafi,4.81,22/01/2023
2301, Science Fiction,The Amber Spyglass,Philip Pullman,1.64,22/01/2023
2302, Russia,Doctor Zhivago,Boris Pasternak,6.56,22/01/2023
2303, France,The Hunchback of Notre-Dame,Victor Hugo,3.32,10/08/2023
2304, Literature,Inferno,Dante Alighieri,5.34,10/08/2023
2305, Historical Fiction,Like Water for Chocolate,Laura Esquivel,2.6,10/08/2023
2306, Fiction,Dragonfly in Amber,Diana Gabaldon,4.8,10/08/2023
2307, Humor,Breakfast of Champions,Kurt Vonnegut Jr.,2.82,10/08/2023
2308, Classics,The BFG,Roald Dahl,2.75,10/08/2023
2309, Young Adult Fantasy,Six of Crows,Leigh Bardugo,5.78,10/08/2023
2310, Magic,Harry Potter Series Box Set,J.K. Rowling,77.25,10/08/2023
2311, Biology,The Origin of Species,Charles Darwin,5.58,10/08/2023
2312, Canada,A Fine Balance,Rohinton Mistry,7.31,10/08/2023
2313, Paranormal,Daughter of Smoke & Bone,Laini Taylor,4.99,10/08/2023
2314, Science Fiction,The Strange Case of Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,3.35,10/08/2023
2315, Paranormal,City of Heavenly Fire,Cassandra Clare,8.37,10/08/2023
2316, Romance,Evermore,Alyson Noel,1.45,10/08/2023
2317, Drama,Death of a Salesman,Arthur Miller,3.92,10/08/2023
2318, Time Travel,11/22/63,Stephen King,6.21,10/08/2023
2319, Crime,Midnight in the Garden of Good and Evil,John Berendt,4.43,10/08/2023
2320, Fiction,A Streetcar Named Desire,Tennessee Williams,5.26,10/08/2023
2321, Novels,Infinite Jest,David Foster Wallace,10.18,10/08/2023
2322, Politics,The Prince,Niccolò Machiavelli,5.68,10/08/2023
2323, Drama,Hamlet,William Shakespeare,2.2,10/08/2023
2324, Poetry,Faust,Johann Wolfgang von Goethe,6.32,10/08/2023
2325, Chick Lit,Anna and the French Kiss,Stephanie Perkins,3.11,10/08/2023
2326, Science Fiction Fantasy,A Feast for Crows,George R.R. Martin,5,10/08/2023
2327, Fiction,The Angel Experiment,James Patterson,3.43,10/08/2023
2328, Science Fiction,Matched,Ally Condie,1.64,10/08/2023
2329, Mystery,Flowers in the Attic,V.C. Andrews,8.77,10/08/2023
2330, Canada,The Shipping News,Annie Proulx,1.29,10/08/2023
2331, World War II,Unbroken: A World War II Story of Survival,Laura Hillenbrand,1.15,10/08/2023
2332, Young Adult,The Chosen,Chaim Potok,2,10/08/2023
2333, Humor,High Fidelity,Nick Hornby,2.58,10/08/2023
2334, War,All the Light We Cannot See,Anthony Doerr,4.45,10/08/2023
2335, Mystery,Houdini Heart,Ki Longfellow,4.58,10/08/2023
2336, Middle Grade,Artemis Fowl,Eoin Colfer,4.97,10/08/2023
2337, Young Adult,Pippi Longstocking,Astrid Lindgren,6.7,10/08/2023
2338, Short Stories,The Tales of Beedle the Bard,J.K. Rowling,1.79,10/08/2023
2339, Young Adult,The Virgin Suicides,Jeffrey Eugenides,2.67,10/08/2023
2340, Classics,The Reader,Bernhard Schlink,3.16,10/08/2023
2341, Adult,Nineteen Minutes,Jodi Picoult,2.66,10/08/2023
2342, Fiction,The House of Hades,Rick Riordan,8,10/08/2023
2343, Adventure,Shantaram,Gregory David Roberts,5.97,10/08/2023
2344, Crime,The Devil in the White City: Murder,Erik Larson,6.78,10/08/2023
2345, Romance,Redeeming Love,Francine Rivers,3.81,10/08/2023
2346, Romance,The Age of Innocence,Edith Wharton,3.77,10/08/2023
